Rama de conocimiento,Rank,Nombre,Citas,H-index,Perfil,Grupo
Ciencias Biológicas  ,1, REGINO ZAMORA RODRIGUEZ,6279,43,Perfil,RNM220
Ciencias Biológicas  ,2, JOSE L. OLIVER JIMENEZ,4102,27,Perfil,BIO162
Ciencias Biológicas  ,3, JUAN PEDRO MARTINEZ CAMACHO,3296,29,Perfil,BIO165
Ciencias Biológicas  ,4, JUAN MANUEL PLEGUEZUELOS GOMEZ,1833,21,Perfil,RNM254
Ciencias Biológicas  ,5, JOSE ANTONIO LUPIAÑEZ CARA,1808,24,Perfil,BIO157
Ciencias Biológicas  ,6, JUAN GABRIEL MARTINEZ SUAREZ,1632,24,Perfil,RNM339
Ciencias Biológicas  ,7, MANUEL ANGEL GARRIDO RAMOS,1400,25,Perfil,BIO109
Ciencias Biológicas  ,8, FRANCISCO PERFECTTI ALVAREZ,1203,22,Perfil,BIO165
Ciencias Biológicas  ,9, CARMEN ZAMORA MUÑOZ,1178,19,Perfil,RNM102
Ciencias Biológicas  ,10, RAFAEL NAVAJAS PEREZ,964,14,Perfil,BIO200
Ciencias Biológicas  ,11, MICHAEL HACKENBERG,838,12,Perfil,BIO162
Ciencias Biológicas  ,12, PALOMA CARIÑANOS GONZALEZ,809,16,Perfil,RNM130
Ciencias Biológicas  ,13, TOMAS PEREZ CONTRERAS,772,15,Perfil,RNM339
Ciencias Biológicas  ,14, FRANCISCA ALBA SANCHEZ,581,14,Perfil,RNM110
Ciencias Biológicas  ,15, DOMINGO ALCARAZ SEGURA,432,12,Perfil,RNM174
Ciencias Biológicas  ,16, MANUEL CASARES PORCEL,422,9,Perfil,RNM170
Ciencias Biológicas  ,17, MOHAMMED BAKKALI,335,11,Perfil,BIO165
Ciencias Biológicas  ,18, AMALIA PEREZ JIMENEZ,317,8,Perfil,RNM156
Ciencias Biológicas  ,19, JUAN LORITE MORENO,308,10,Perfil,RNM207
Ciencias Biológicas  ,20, MOHAMED ABDELAZIZ MOHAMED,265,8,Perfil,BIO165
Ciencias Biológicas  ,21, JOSE ANGEL TRAVERSO GUTIERREZ,257,8,Perfil,SINGRUPO
Ciencias Biológicas  ,22, EVA ENCARNACION RUFINO PALOMARES,169,5,Perfil,BIO157
Ciencias Biológicas  ,23, GUILLERMO BARTUREN BRIÑAS,80,5,Perfil,BIO162
Ciencias Biológicas  ,24, EVA MARIA CAÑADAS SANCHEZ,53,5,Perfil,RNM207
Ciencias Biológicas  ,25, MIGUEL BALLESTEROS JIMENEZ,29,4,Perfil,RNM207
Ciencias Biológicas  ,26, VIRGINIA SALAVERT ANDRES,24,3,Perfil,RNM102
Ciencias Biológicas  ,27, FRANCISCO JESUS RUIZ-RUANO CAMPAÑA,19,2,Perfil,BIO165
Ciencias Biológicas  ,28, BEATRIZ MARIA NAVARRO DOMINGUEZ,2,1,Perfil,BIO165
Ciencias Exactas y Naturales  ,1, SERGIO NAVAS CONCHA,61581,59,Perfil,FQM330
Ciencias Exactas y Naturales  ,2, JUAN ANTONIO AGUILAR SAAVEDRA,30963,83,Perfil,FQM101
Ciencias Exactas y Naturales  ,3, ROBERTO PITTAU,10570,40,Perfil,FQM101
Ciencias Exactas y Naturales  ,4, ANDREW STEPHEN KOWALSKI,8900,28,Perfil,RNM119
Ciencias Exactas y Naturales  ,5, CARLOS MORENO CASTILLA,8897,46,Perfil,RNM172
Ciencias Exactas y Naturales  ,6, JOSE RIVERA UTRILLA,6829,43,Perfil,RNM172
Ciencias Exactas y Naturales  ,7, JUAN DE DIOS LUNA DEL CASTILLO,6130,41,Perfil,FQM235
Ciencias Exactas y Naturales  ,8, FRANCISCO DEL AGUILA GIMENEZ,5932,46,Perfil,FQM101
Ciencias Exactas y Naturales  ,9, EDUARDO BATTANER LOPEZ,5712,35,Perfil,FQM108
Ciencias Exactas y Naturales  ,10, ALBERTO FERNANDEZ GUTIERREZ,5704,38,Perfil,FQM297
Ciencias Exactas y Naturales  ,11, ANTONIO SEGURA CARRETERO,5604,37,Perfil,AGR274
Ciencias Exactas y Naturales  ,12, JOSE MANUEL SANCHEZ RUIZ,5308,39,Perfil,BIO223
Ciencias Exactas y Naturales  ,13, ROQUE HIDALGO ALVAREZ,4828,36,Perfil,FQM115
Ciencias Exactas y Naturales  ,14, ANGEL VICENTE DELGADO MORA,4612,33,Perfil,FQM144
Ciencias Exactas y Naturales  ,15, ENRIQUE RUIZ ARRIOLA,4505,36,Perfil,FQM225
Ciencias Exactas y Naturales  ,16, JOSE LUIS VILCHEZ QUERO,4314,39,Perfil,FQM338
Ciencias Exactas y Naturales  ,17, JOAQUIN MARRO BORAU,4040,25,Perfil,FQM165
Ciencias Exactas y Naturales  ,18, MIGUEL ANGEL MUÑOZ MARTINEZ,4007,32,Perfil,FQM165
Ciencias Exactas y Naturales  ,19, JORGE CASTRO GUTIERREZ,3994,27,Perfil,RNM220
Ciencias Exactas y Naturales  ,20, FERNANDO BEA BARREDO,3835,33,Perfil,RNM302
Ciencias Exactas y Naturales  ,21, FRANCISCO GONZALEZ LODEIRO,3788,33,Perfil,RNM148
Ciencias Exactas y Naturales  ,22, FRANCISCO CARRASCO MARIN,3782,30,Perfil,RNM172
Ciencias Exactas y Naturales  ,23, JESUS SANCHEZ-DEHESA MORENO-CID,3552,31,Perfil,FQM207
Ciencias Exactas y Naturales  ,24, LUIS FERMIN CAPITAN VALLVEY,3541,29,Perfil,FQM118
Ciencias Exactas y Naturales  ,25, LUCAS ALADOS ARBOLEDAS,3489,33,Perfil,RNM119
Ciencias Exactas y Naturales  ,26, MANUEL PEREZ-VICTORIA MORENO DE BARREDA,3415,27,Perfil,FQM101
Ciencias Exactas y Naturales  ,27, LORENZO LUIS SALCEDO MORENO,3210,29,Perfil,FQM225
Ciencias Exactas y Naturales  ,28, JOSE SANTIAGO PEREZ,2951,30,Perfil,FQM101
Ciencias Exactas y Naturales  ,29, FERNANDO GONZALEZ CABALLERO,2871,27,Perfil,FQM144
Ciencias Exactas y Naturales  ,30, FRANCISCO JOSE MALDONADO HODAR,2618,27,Perfil,RNM172
Ciencias Exactas y Naturales  ,31, ALBERTO NAVALON MONTON,2593,30,Perfil,FQM338
Ciencias Exactas y Naturales  ,32, MARIA CARMEN GARCIA RECIO,2329,24,Perfil,FQM225
Ciencias Exactas y Naturales  ,33, JESUS GALINDO ZALDIVAR,2301,26,Perfil,RNM148
Ciencias Exactas y Naturales  ,34, FRANCISCO SANTOYO GONZALEZ,2210,28,Perfil,FQM208
Ciencias Exactas y Naturales  ,35, FRANCISCO JOSE OLMO REYES,2162,26,Perfil,RNM119
Ciencias Exactas y Naturales  ,36, JAVIER LOPEZ ALBACETE,2108,19,Perfil,FQM101
Ciencias Exactas y Naturales  ,37, MIGUEL SANCHEZ CAJA,2075,23,Perfil,FQM324
Ciencias Exactas y Naturales  ,38, MIGUEL ANGEL CABRERIZO VILCHEZ,2056,27,Perfil,FQM115
Ciencias Exactas y Naturales  ,39, MARIA ELVIRA GAMIZ SÁNCHEZ,2036,24,Perfil,FQM101
Ciencias Exactas y Naturales  ,40, JOSE ENRIQUE AMARO SORIANO,2020,26,Perfil,FQM225
Ciencias Exactas y Naturales  ,41, PEDRO JOSE TORRES VILLARROYA,1864,22,Perfil,FQM183
Ciencias Exactas y Naturales  ,42, JUAN MANUEL CUERVA CARVAJAL,1863,24,Perfil,FQM340
Ciencias Exactas y Naturales  ,43, NIKOLAY BOJKOV VASSILEV,1765,27,Perfil,AGR269
Ciencias Exactas y Naturales  ,44, JOSE MIGUEL AZAÑON HERNANDEZ,1737,22,Perfil,RNM148
Ciencias Exactas y Naturales  ,45, JUAN DE VICENTE ALVAREZ-MANZANEDA,1701,24,Perfil,FQM115
Ciencias Exactas y Naturales  ,46, ANGEL RODRIGUEZ PALACIOS,1670,23,Perfil,FQM199
Ciencias Exactas y Naturales  ,47, MANUEL MASIP MELLADO,1627,21,Perfil,FQM101
Ciencias Exactas y Naturales  ,48, FRANCISCA MARTINEZ RUIZ,1611,22,Perfil,RNM179
Ciencias Exactas y Naturales  ,49, JESUS MIGUEL IBAÑEZ GODOY,1546,23,Perfil,RNM104
Ciencias Exactas y Naturales  ,50, ALFONSO ROMERO SARABIA,1474,20,Perfil,FQM324
Ciencias Exactas y Naturales  ,51, MARIA JESUS ESTEBAN PARRA,1437,18,Perfil,RNM119
Ciencias Exactas y Naturales  ,52, IRENE LUQUE FERNANDEZ,1415,16,Perfil,FQM171
Ciencias Exactas y Naturales  ,53, FERNANDO HERNANDEZ MATEO,1394,19,Perfil,FQM208
Ciencias Exactas y Naturales  ,54, ISABEL RECHE CAÑABATE,1245,20,Perfil,RNM125
Ciencias Exactas y Naturales  ,55, PEDRO ABELARDO GARCIA SANCHEZ,1213,17,Perfil,FQM343
Ciencias Exactas y Naturales  ,56, AGUSTIN FRANCISCO PEREZ CADENAS,1180,20,Perfil,RNM172
Ciencias Exactas y Naturales  ,57, FERNANDO NIETO GARCIA,1177,20,Perfil,RNM179
Ciencias Exactas y Naturales  ,58, JOSE RAFAEL JUSTICIA LADRON DE GUEVARA,1097,17,Perfil,FQM367
Ciencias Exactas y Naturales  ,59, JOSE SANDOVAL GABARRON,1091,18,Perfil,RNM373
Ciencias Exactas y Naturales  ,60, DAVID ARRAEZ ROMAN,1090,20,Perfil,FQM297
Ciencias Exactas y Naturales  ,61, JORGE JIMENEZ VICENTE,1074,15,Perfil,FQM108
Ciencias Exactas y Naturales  ,62, JOSE IGNACIO ILLANA CALERO,1065,17,Perfil,FQM101
Ciencias Exactas y Naturales  ,63, ALBERTO MARTIN MOLINA,1052,20,Perfil,FQM115
Ciencias Exactas y Naturales  ,64, CARLOTA ESCUTIA DOTTI,1023,16,Perfil,RNM215
Ciencias Exactas y Naturales  ,65, JOSE CALLEJAS FERNANDEZ,1003,19,Perfil,FQM115
Ciencias Exactas y Naturales  ,66, ELVIRA ROMERA GUTIERREZ,965,17,Perfil,FQM165
Ciencias Exactas y Naturales  ,67, JOSE GOMEZ TORRECILLAS,946,17,Perfil,FQM379
Ciencias Exactas y Naturales  ,68, JOAQUIN PEREZ MUÑOZ,939,18,Perfil,FQM325
Ciencias Exactas y Naturales  ,69, JOAQUIN JAVIER TORRES AGUDO,936,17,Perfil,FQM165
Ciencias Exactas y Naturales  ,70, DUANE CHOQUESILLO LAZARTE,922,17,Perfil,FQM283
Ciencias Exactas y Naturales  ,71, MIGUEL ORTEGA HUERTAS,919,18,Perfil,RNM179
Ciencias Exactas y Naturales  ,72, MODESTO TORCUATO LOPEZ LOPEZ,913,19,Perfil,FQM144
Ciencias Exactas y Naturales  ,73, JAVIER HERNANDEZ ANDRES,909,16,Perfil,FQM151
Ciencias Exactas y Naturales  ,74, ANA MARIA AGUILERA DEL PINO,895,16,Perfil,FQM307
Ciencias Exactas y Naturales  ,75, SALVADOR GONZALEZ GARCIA,886,17,Perfil,TIC131
Ciencias Exactas y Naturales  ,76, JORGE FERNANDO FERNANDEZ SANCHEZ,855,19,Perfil,FQM297
Ciencias Exactas y Naturales  ,77, HASSAN LYAMANI,850,15,Perfil,RNM119
Ciencias Exactas y Naturales  ,77, PABLO IGNACIO HURTADO FERNANDEZ,850,13,Perfil,FQM165
Ciencias Exactas y Naturales  ,79, JULIA MALDONADO VALDERRAMA,842,17,Perfil,FQM115
Ciencias Exactas y Naturales  ,80, FRANCISCO JAVIER ALMENDROS GONZALEZ,783,16,Perfil,RNM104
Ciencias Exactas y Naturales  ,81, JOSE FRANCISCO MOLINA PALMA,704,14,Perfil,RNM302
Ciencias Exactas y Naturales  ,82, GREGORIO MORENO RUEDA,703,16,Perfil,RNM299
Ciencias Exactas y Naturales  ,83, MIGUEL MARTIN SUAREZ,692,15,Perfil,FQM185
Ciencias Exactas y Naturales  ,84, MARTA ANGUIANO MILLAN,688,14,Perfil,FQM220
Ciencias Exactas y Naturales  ,85, ANTONIO MARTIN ANDRES,683,13,Perfil,FQM235
Ciencias Exactas y Naturales  ,86, MARIA ROSARIO GONZALEZ FEREZ,650,16,Perfil,FQM207
Ciencias Exactas y Naturales  ,87, ANTONIO MARTINEZ CEGARRA,623,15,Perfil,FQM168
Ciencias Exactas y Naturales  ,88, MARIA DEL SORRIBAS PANERO,586,14,Perfil,SINGRUPO
Ciencias Exactas y Naturales  ,89, ARTURO MONCHO JORDA,582,16,Perfil,FQM115
Ciencias Exactas y Naturales  ,89, MARIA LUISA JIMENEZ OLIVARES,582,13,Perfil,FQM144
Ciencias Exactas y Naturales  ,91, JOSE ANTONIO GALVEZ LOPEZ,579,14,Perfil,FQM325
Ciencias Exactas y Naturales  ,92, GUILLERMO BOOTH REA,560,13,Perfil,RNM148
Ciencias Exactas y Naturales  ,93, MIGUEL ANGEL PIÑAR GONZÁLEZ,521,15,Perfil,FQM229
Ciencias Exactas y Naturales  ,94, ANTONIO MIGUEL PERALTA PEREIRA,508,12,Perfil,FQM375
Ciencias Exactas y Naturales  ,95, ANTONIO MARIA GUADIX ESCOBAR,494,12,Perfil,BIO110
Ciencias Exactas y Naturales  ,95, MIGUEL ANGEL RODRIGUEZ VALVERDE,494,12,Perfil,FQM115
Ciencias Exactas y Naturales  ,97, MANUEL CALIXTO MOLINA,481,12,Perfil,FQM219
Ciencias Exactas y Naturales  ,98, MIGUEL PASADAS FERNANDEZ,466,10,Perfil,FQM191
Ciencias Exactas y Naturales  ,99, JOSE ANTONIO DIAZ NAVAS,445,11,Perfil,FQM151
Ciencias Exactas y Naturales  ,100, FRANCISCO MARTIN SERRANO,423,13,Perfil,FQM324
Ciencias Exactas y Naturales  ,101, RAFAEL BAILON MORENO,419,13,Perfil,TEP028
Ciencias Exactas y Naturales  ,102, LUIS ALVAREZ DE CIENFUEGOS RODRIGUEZ,414,11,Perfil,FQM367
Ciencias Exactas y Naturales  ,103, MIGUEL COMPANY SEMPERE,413,11,Perfil,RNM178
Ciencias Exactas y Naturales  ,104, ANTONIO ACOSTA VIGIL,375,12,Perfil,RNM145
Ciencias Exactas y Naturales  ,105, JOSE MANUEL DELGADO LOPEZ,372,12,Perfil,RNM143
Ciencias Exactas y Naturales  ,106, PASCUAL JARA MARTINEZ,365,12,Perfil,FQM266
Ciencias Exactas y Naturales  ,107, GERMAN LUZON GONZÁLEZ,362,11,Perfil,TEP212
Ciencias Exactas y Naturales  ,108, FRANCISCO MILAN LOPEZ,355,10,Perfil,FQM325
Ciencias Exactas y Naturales  ,109, JOSE JUAN CASTRO TORRES,340,11,Perfil,FQM151
Ciencias Exactas y Naturales  ,110, ALBERTO CAZORLA CABRERA,335,11,Perfil,RNM119
Ciencias Exactas y Naturales  ,111, JOSE VICENTE PEREZ PEÑA,309,10,Perfil,RNM148
Ciencias Exactas y Naturales  ,112, JUAN LUIS GUERRERO RASCADO,304,10,Perfil,RNM119
Ciencias Exactas y Naturales  ,112, PEDRO JESUS FEMIA MARZO,304,10,Perfil,FQM235
Ciencias Exactas y Naturales  ,114, JUAN MANUEL PERALTA SANCHEZ,294,10,Perfil,RNM340
Ciencias Exactas y Naturales  ,115, FRANCISCO MARTINEZ LOPEZ,286,8,Perfil,FQM115
Ciencias Exactas y Naturales  ,116, SALVADOR FERNANDEZ ARROYO,276,11,Perfil,AGR274
Ciencias Exactas y Naturales  ,117, JUAN ELOY RUIZ CASTRO,236,9,Perfil,FQM307
Ciencias Exactas y Naturales  ,118, JESUS LOZANO SANCHEZ,224,10,Perfil,AGR274
Ciencias Exactas y Naturales  ,119, MIGUEL GARCIA ROMAN,216,8,Perfil,TEP212
Ciencias Exactas y Naturales  ,119, OSCAR PEREZ PRIEGO,216,6,Perfil,RNM119
Ciencias Exactas y Naturales  ,121, PAOLO MORETTI,210,8,Perfil,FQM165
Ciencias Exactas y Naturales  ,122, ANTONIO GARCIA JEREZ,189,8,Perfil,RNM194
Ciencias Exactas y Naturales  ,123, MARIA JOSE IBAÑEZ PEREZ,183,8,Perfil,FQM191
Ciencias Exactas y Naturales  ,124, LUIS ANTONIO GONZALEZ RAMIREZ,176,7,Perfil,RNM143
Ciencias Exactas y Naturales  ,125, MIGUEL ORTEGA TITOS,173,7,Perfil,FQM324
Ciencias Exactas y Naturales  ,126, FRANCISCO JAVIER BONET GARCIA,170,7,Perfil,RNM220
Ciencias Exactas y Naturales  ,127, JUAN DE DIOS FERNANDEZ CARMONA,166,4,Perfil,RNM220
Ciencias Exactas y Naturales  ,128, ANGEL PUGA BERNABEU,161,9,Perfil,RNM190
Ciencias Exactas y Naturales  ,129, ASIER HERRERO MENDEZ,149,5,Perfil,RNM220
Ciencias Exactas y Naturales  ,129, GUILLERMO RAMON IGLESIAS SALTO,149,6,Perfil,FQM144
Ciencias Exactas y Naturales  ,131, PAULA RODRIGUEZ BOUZAS,146,7,Perfil,FQM307
Ciencias Exactas y Naturales  ,132, FRANCISCO JAVIER LOBILLO BORRERO,145,8,Perfil,FQM379
Ciencias Exactas y Naturales  ,133, TOMMASO LEONORI,144,7,Perfil,FQM116
Ciencias Exactas y Naturales  ,134, JUAN CARLOS FERNANDEZ TOLEDANO,143,6,Perfil,FQM115
Ciencias Exactas y Naturales  ,135, DEISI ALTMAJER VAZ,139,7,Perfil,RNM332
Ciencias Exactas y Naturales  ,136, BLAS M. BENITO DE PANDO,122,5,Perfil,RNM220
Ciencias Exactas y Naturales  ,137, ENRIQUE PEREZ SANCHEZ-CAÑETE,109,6,Perfil,RNM119
Ciencias Exactas y Naturales  ,138, Mª TERESA TEIXIDO ULLOD,107,5,Perfil,RNM104
Ciencias Exactas y Naturales  ,139, JORGE JOSE GARCES PEREZ,100,4,Perfil,FQM375
Ciencias Exactas y Naturales  ,140, ARANZAZU MORALES SOTO,99,4,Perfil,FQM297
Ciencias Exactas y Naturales  ,140, CARMEN ENRIQUE MIRON,99,6,Perfil,HUM613
Ciencias Exactas y Naturales  ,142, LUIS MANUEL DIAZ ANGULO,98,6,Perfil,TIC131
Ciencias Exactas y Naturales  ,143, RODRIGO NAVARRO PEREZ,84,5,Perfil,FQM225
Ciencias Exactas y Naturales  ,144, PEDRO GONZALEZ RODELAS,72,6,Perfil,FQM191
Ciencias Exactas y Naturales  ,145, JUAN JOSE OMISTE ROMERO,65,5,Perfil,FQM207
Ciencias Exactas y Naturales  ,146, CARLOS PEREZ ESPIGARES,64,5,Perfil,FQM165
Ciencias Exactas y Naturales  ,147, FRANCISCO TORRALBO TORRALBO,61,5,Perfil,FQM325
Ciencias Exactas y Naturales  ,148, JUAN ANTONIO BRAVO ARANDA,60,4,Perfil,RNM119
Ciencias Exactas y Naturales  ,149, PETER ALEXANDER BOUVRIE MORALES,55,4,Perfil,FQM020
Ciencias Exactas y Naturales  ,150, IBRAHIM ABU REIDAH,54,4,Perfil,FQM297
Ciencias Exactas y Naturales  ,150, MIGUEL ANGEL MONTERO ALONSO,54,5,Perfil,FQM235
Ciencias Exactas y Naturales  ,152, MARIA JOSE GRANADOS MUÑOZ,52,4,Perfil,RNM119
Ciencias Exactas y Naturales  ,153, FLAVIO GIACONIA,42,5,Perfil,RNM148
Ciencias Exactas y Naturales  ,154, GLORIA TITOS VELA,41,4,Perfil,RNM119
Ciencias Exactas y Naturales  ,155, ALEXANDRO B LEVERKUS,40,4,Perfil,RNM220
Ciencias Exactas y Naturales  ,156, JOSE MIGUEL MANZANO PREGO,39,3,Perfil,FQM325
Ciencias Exactas y Naturales  ,157, JUAN ANTONIO MORENO MORENO,38,2,Perfil,RNM302
Ciencias Exactas y Naturales  ,158, JOSE NOEL PEREZ ASENSIO,37,4,Perfil,RNM190
Ciencias Exactas y Naturales  ,159, VICENTE SABIDO RIVERO,36,3,Perfil,HUM186
Ciencias Exactas y Naturales  ,160, KATARZYNA RUDZKA,35,4,Perfil,FQM144
Ciencias Exactas y Naturales  ,161, NURIA RICO CASTRO,28,3,Perfil,FQM147
Ciencias Exactas y Naturales  ,162, AITOR CAMBESES TORRES,24,3,Perfil,RNM302
Ciencias Exactas y Naturales  ,163, ANTONIO JESUS PEREZ LUQUE,23,3,Perfil,RNM220
Ciencias Exactas y Naturales  ,164, BARTOLOME OLIVER RODRIGUEZ,22,2,Perfil,FQM338
Ciencias Exactas y Naturales  ,165, CELIA RODRIGUEZ PEREZ,19,2,Perfil,FQM297
Ciencias Exactas y Naturales  ,166, ALEJANDRO DIAZ MORENO,14,1,Perfil,RNM104
Ciencias Exactas y Naturales  ,166, MANUEL SANCHEZ CASTILLO,14,1,Perfil,TIC104
Ciencias Exactas y Naturales  ,168, BENJAMIN ALARCON HEREDIA,11,3,Perfil,FQM168
Ciencias Exactas y Naturales  ,168, JORGE AGUILERA HIDALGO,11,1,Perfil,FQM165
Ciencias Exactas y Naturales  ,170, MIGUEL ANGEL FERNANDEZ RODRIGUEZ,10,2,Perfil,FQM115
Ciencias Exactas y Naturales  ,171, SATURNINA HENARES LADRON DE GUEVARA,9,2,Perfil,RNM369
Ciencias Exactas y Naturales  ,172, JAVIER DORADOR RODRIGUEZ,7,2,Perfil,SINGRUPO
Ciencias Exactas y Naturales  ,173, MARIA ASUNCION JIMENEZ GRANDE,6,2,Perfil,FQM325
Ciencias Exactas y Naturales  ,174, LOURDES MORENO MERIDA,2,1,Perfil,FQM116
Ciencias Exactas y Naturales  ,175, ADOLFO LOPEZ CARMONA,0,0,Perfil,SINGRUPO
Ciencias Exactas y Naturales  ,175, FRANCISCO JOSE MARTIN PEINADO,0,0,Perfil,RNM269
Ciencias Humanas y Artes  ,1, PAMELA BLANCHARD FABER BENITEZ,1289,20,Perfil,HUM122
Ciencias Humanas y Artes  ,2, F. JAVIER GARCIA CASTAÑO,918,13,Perfil,SEJ123
Ciencias Humanas y Artes  ,3, FRANCISCO GAMELLA MORA,635,14,Perfil,SEJ208
Ciencias Humanas y Artes  ,4, Mª JOSE DE CORDOBA SERRANO,547,11,Perfil,SEJ497
Ciencias Humanas y Artes  ,5, FRANCISCO A. MUÑOZ MUÑOZ,533,10,Perfil,HUM607
Ciencias Humanas y Artes  ,6, JUAN ANTONIO PACHON ROMERO,490,12,Perfil,HUM143
Ciencias Humanas y Artes  ,7, JOSE ANTONIO GONZALEZ ALCANTUD,425,9,Perfil,HUM584
